Hero,Hero Name,Role,Element,Hero Skill Names,Hero Skill Descriptions,Hero Skill Turns,Soul Burn Count,Soul Burn Descriptions
c4143,Verdant Adin,assassin,earth,"[""Ankle Cut"", ""Blade Gust"", ""Gliding Slash""]","[""Attacks the enemy with a sword, [b]increasing Combat Readiness[/b] of the caster by 20%.Increases damage dealt by Ankle Cut by [color=orange]10%[/color]. When using Ankle Cut, has a [color=orange]60%[/color] chance to [color=red]decrease Speed[/color] of the target for 2 turns."", ""Attacks [b]all enemies[/b] with a blade gust, with an 80% chance to make them [color=red]unable to be buffed[/color] for 2 turns. When there are three or fewer enemies, [b]damage dealt increases with fewer enemies[/b].When using Blade Gust, increases [color=red]unable to be buffed[/color] effect chance against Elite or Boss monsters by [color=orange]20%[/color]. When using Blade Gust, has a [color=orange]100%[/color] chance to [b]dispel one buff[/b] from the target. (This effect is applied before inflicting [color=red]unable to be buffed[/color] )"", ""Attacks the enemy repeatedly, granting [color=#1080e5]increased Attack[/color] and [color=#1080e5]Weakness Shared[/color] to the caster for 2 turns, before [b]absorbing[/b] some of the damage dealt as Health. A critical hit has a [color=orange]100%[/color] chance to [color=red]decrease Defense[/color] for 2 turns.Increases damage dealt by Gliding Slash by [color=orange]10%[/color]. When inflicting a critical hit with Gliding Slash, has a [color=orange]100%[/color] chance to decrease cooldown of Gliding Slash by 1 turn.""]","['', '3 turns', '4 turns']","['', '', 'Soulburn (20 souls)']","["""", """", ""[b]Ignores Effect Resistance[/b].""]"
c3103,Glenn,ranger,earth,"[""Quick Fire"", ""Precise Attack"", ""Focused Fire""]","[""Rapidly shoots the enemy, with a [color=orange]50%[/color] chance to [color=red]decrease Defense[/color] for 2 turns."", ""Fires a missile at the enemy, and when the enemy is defeated, inflicts [b]extinction[/b]. [b]Hit Chance is increased[/b] by 15% when using this skill."", ""Using an enhancement cube, grants the caster [color=#1080e5]increased Attack (Greater)[/color] for 2 turns and an [b]extra turn[/b].""]","['', '4 turns', '4 turns']","['', 'Soulburn (10 souls)', '']","["""", ""Increases damage dealt."", """"]"
c3063,Kiris,ranger,earth,"[""Venomous Arrow"", ""Corrosive Volley"", ""Preparation""]","[""Fires a poisoned arrow at the enemy, with a [color=orange]50%[/color] chance to inflict [color=red]poison[/color] for 2 turns."", ""Fires a corrosive volley to [b]all enemies[/b], [b]extending any debuff duration[/b] by 1 turn."", ""Strengthens the casters next attack, granting an [b]extra turn[/b]. [b]Venomous Arrow[/b] : Increases effect chance to 100%, and [color=red]poison[/color] effects can be stacked up to 3 times. [b]Corrosive Volley[/b] : [b]Extends debuff duration[/b] by 2 turns.""]","['', '4 turns', '4 turns']","['', 'Soulburn (20 souls)', '']","["""", ""[b]Ignores Effect Resistance[/b]."", """"]"
c3163,Leah,ranger,earth,"[""Swift Fire"", ""Power of Harmony"", ""Battle Preparation""]","[""Attacks the enemy with a pistol, [b]decreasing Combat Readiness[/b] by 15%. When the caster is granted [color=#1080e5]exploiting weak points[/color], uses Explosive Fire instead of Swift Fire. [b]Explosive Fire[/b] : Attacks the enemy, [b]decreasing buff durations[/b] by 1 turn and [color=red]silencing[/color] for 1 turn before [b]decreasing Combat Readiness[/b] by 30%. Damage dealt increases proportional to the [b]caster's Speed[/b]. This attack does not trigger a Dual Attack."", ""At the start of the first battle, when all allies are of different elements, [b]acquires 10 Soul[/b] and has a [color=orange]100%[/color] chance to [color=#1080e5]increase Attack[/color] of all allies for 2 turns."", ""[color=#1080e5]Increases Critical Hit Damage[/color] of all allies for 2 turns, and grants [color=#1080e5]exploiting weak points[/color] to the caster. Grants an [b]extra turn[/b] to the caster.""]","['', '', '5 turns']","['Soulburn (20 souls)', '', '']","[""[b]Ignores Effect Resistance[/b]."", """", """"]"
c3153,Lilka,ranger,earth,"[""Pinpoint Fire"", ""Technical Support"", ""Ace in the Hole""]","[""Attacks the enemy and has a [color=orange]50%[/color] chance to [color=red]decrease Defense[/color] for 2 turns."", ""[color=#1080e5]Increases Attack[/color] of the caster and the ally with the highest Attack except for the caster for 2 turns and [b]Combat Readiness[/b] by 30%. When Combat Readiness of the ally with the highest Attack except for the caster is 35% or less, [b]increases Combat Readiness[/b] of the targeted ally by an additional 50%."", ""Attacks the enemy with a grenade, with a [color=orange]100%[/color] each to [color=red]decrease Attack[/color] and [color=red]Speed[/color] for 2 turns. When the target is of the Ice element, [color=#1080e5]increases Speed[/color] of all allies for 2 turns.""]","['', '3 turns', '3 turns']","['Soulburn (10 souls)', '', '']","[""Increase effect chance to 100%."", """", """"]"
c4103,Vigilante Leader Glenn,ranger,earth,"[""Quick Fire"", ""Precise Attack"", ""Limiter Release""]","[""Rapidly shoots the enemy, with a [color=orange]50%[/color] chance to [color=red]decrease Defense[/color] for 2 turns.[b]Increases Hit Chance[/b] of Quick Fire by [color=orange]15%[/color]. When using Quick Fire, [b]increases Combat Readiness[/b] of the caster by [color=orange]15%[/color]."", ""Fires a missile at the enemy, and when the enemy is defeated, inflicts [b]extinction[/b]. [b]Hit Chance is increased[/b] by 15% when using this skill.Increases damage dealt by Precise Attack by [color=orange]10%[/color]. When an enemy is defeated by Precise Attack, has a [color=orange]100%[/color] chance to [b]extend buff durations[/b] of the caster by 1 turn."", ""Releases the limiter, granting [color=#1080e5]increased Attack (Greater)[/color] and [color=#1080e5]Critical Hit Chance[/color] to the caster for 2 turns. Grants an [b]extra turn[/b].When using Limiter Release, has a [color=orange]100%[/color] chance to [b]dispel one debuff[/b] from the caster.""]","['', '4 turns', '4 turns']","['', 'Soulburn (10 souls)', '']","["""", ""Increases damage dealt."", """"]"
c3043,Adlay,mage,earth,"[""Mana Release"", ""Heroism"", ""Mana Seal""]","[""Attacks with the power of a magical tome, with a [color=orange]35%[/color] chance to [color=red]stun[/color] for 1 turn."", ""[b]Combat Readiness increases[/b] by [color=orange]12%[/color] every time an ally except for the caster is attacked, and the caster's skill cooldown is reset when an ally dies."", ""Deals huge damage to [b]all enemies[/b] with a sealing spell, with a [color=orange]85%[/color] chance to [b]dispel one buff[/b], before a [color=orange]85%[/color] chance to [b]increase skill cooldowns[/b] by 1 turn.""]","['', '', '4 turns']","['', '', 'Soulburn (10 souls)']","["""", """", ""[b]Ignores Effect Resistance[/b].""]"
c4073,Doll Maker Pearlhorizon,mage,earth,"[""Chaos Strike"", ""Hypnosis"", ""Endless Nightmare""]","[""Claws the enemy, with a [color=orange]50%[/color] chance to [color=red]decrease hit Chance[/color] for 2 turns.Increases Chaos Strike's [color=red]decrease Hit Chance[/color] effect chance by [color=orange]5%[/color]."", ""Attacks [b]all enemies[/b], with a [color=orange]50%[/color] chance to put them to [color=red]sleep[/color] for 1 turn. [b]Increases Combat Readiness[/b] of the caster by 10% per [color=red]sleep[/color] debuff inflicted.Increases Hypnosis's [color=red]sleep[/color] effect chance by [color=orange]30%[/color]. When using Hypnosis, [b]increases Combat Readiness[/b] of the caster by [color=orange]30%[/color]. When using Hypnosis, has a [color=orange]80%[/color] chance to [color=red]decrease Speed[/color] of the target for 2 turns. When using Hypnosis, has a [color=orange]20%[/color] chance to extend duration of [color=red]sleep[/color] for 2 turns."", ""Attacks the enemy and [color=red]stuns[/color] them for 1 turn. When the enemy is [color=red]asleep[/color], [color=red]decrease Defense[/color] for 2 turns and deals [b]additional damage[/b] equivalent to 30% of the [b]target's max Health[/b].When using Endless Nightmare, has a [color=orange]30%[/color] chance to [b]decrease cooldown[/b] of Hypnosis by 1 turn.""]","['', '4 turns', '3 turns']","['', '', 'Soulburn (20 souls)']","["""", """", ""[b]Ignores Effect Resistance[/b].""]"
c3073,Pearlhorizon,mage,earth,"[""Chaos Strike"", ""Hypnosis"", ""Nightmare""]","[""Claws the enemy, with a [color=orange]50%[/color] chance to [color=red]decrease hit Chance[/color] for 2 turns."", ""Attacks [b]all enemies[/b], with a [color=orange]50%[/color] chance to put them to [color=red]sleep[/color] for 1 turn. [b]Increases Combat Readiness[/b] of the caster by 10% per [color=red]sleep[/color] debuff inflicted."", ""Attacks the enemy and [color=red]stuns[/color] them for 1 turn. When the enemy is [color=red]asleep[/color], deals additional damage equivalent to 20% of the [b]*target's max Health[/b].""]","['', '4 turns', '3 turns']","['', '', 'Soulburn (20 souls)']","["""", """", ""[b]Ignores Effect Resistance[/b].""]"
c3162,Bernard,manauser,earth,"[""Data Collection"", ""Tool Utilization"", """"]","[""Attacks the enemy, and [b]recovers Health[/b] of the ally with the lowest Health. When all allies are Earth elemental, recovers Health of all allies instead. Amount recovered increases proportional to the [b]caster's Health[/b]."", ""At the start of battle, grants a [color=#1080e5]barrier[/color] to the caster for 2 turns, and at the end of the turn, grants a [color=#1080e5]barrier[/color] to the ally with the lowest Health for 2 turns. Barrier strength increases proportional to the [b]caster's Health[/b]."", ""[b]Dispels all debuffs[/b] from all allies and grants [color=#1080e5]immunity[/color] to all allies for 2 turns.""]","['', '', '3 turns']","['Soulburn (10 souls)', '', '']","[""Increases the amount recovered."", """", """"]"
c3053,Jecht,manauser,earth,"[""Staff Assault"", ""Tailind"", ""Gale""]","[""Attacks with a staff, with a [color=orange]75%[/color] chance to [color=red]decrease Hit Chance[/color] for 1 turn."", ""[color=orange]100%[/color] chance to [b]dispel[/b] one debuff inflicted on an ally at the beginning of each turn."", ""Attacks all enemies with wind magic, granting [color=#1080e5]continuous healing[/color] and [color=#1080e5]increased Speed[/color] to all allies for 2 turns.""]","['', '', '3 turns']","['', '', 'Soulburn (10 souls)']","["""", """", ""Extends duration of buffs granted by this skill by 1 turn.""]"
c3113,Lucy,manauser,earth,"[""Paper Throw"", ""Paper Whirlwind"", ""Paper Barrier""]","[""Throws paper to attack the enemy, with a [color=orange]50%[/color] chance to [color=red]restrict[/color] for 2 turns."", ""Attacks all enemies, with a [color=orange]100%[/color] chance each to [color=red]restrict[/color] and [color=red]decrease Speed[/color] for 2 turns."", ""Uses many sheets of paper to [b]recover Health[/b] of all allies and grant a [color=#1080e5]barrier[/color] for 2 turns, before [b]decreasing debuff durations[/b] by 1 turn. Amount recovered and barrier strength increase proportional to the [b]caster's max Health[/b].""]","['', '3 turns', '3 turns']","['Soulburn (10 souls)', '', '']","[""Increases effect chance to 100%."", """", """"]"
c3124,Camilla,warrior,light,"[""Flashing Blade"", ""Tactical Maneuver"", ""Swift Execution""]","[""Attacks the enemy, with a [color=orange]50%[/color] chance to [color=red]decrease Defense[/color] for 2 turns. When the caster is granted [color=#1080e5]increased Attack[/color], triggers a [b]Dual Attack[/b] from the ally with the highest Attack."", ""[color=#1080e5]Increases Attack[/color] of the caster and the ally with the highest Attack except for the caster for 3 turns. Grants an [b]extra turn[/b] to the caster."", ""Attacks the enemy and when the enemy is defeated, [b]recovers the caster to max Health[/b]. Damage dealt increases proportional to the [b]target's lost Health[/b]. When this skill is available according to cooldown count, [b]decreases damage suffered[/b] by 30% when attacked. When more than one damage reduction effect is granted, only the strongest effect is applied.""]","['', '4 turns', '4 turns']","['Soulburn (10 souls)', '', '']","[""Increases effect chance to 100%."", """", """"]"
c4034,Captain Rikoris,warrior,light,"[""Quick Pierce"", ""Cheer"", ""Supreme Spear""]","[""Attacks the enemy with a spear, with a [color=orange]50%[/color] chance to [color=red]decrease Defense[/color] for 2 turns. When the caster is granted [color=#1080e5]increase Speed[/color], effect chance increases by 25%.Increases damage dealt by Quick Pierce by [color=orange]10%[/color]. When using Quick Pierce, has a [color=orange]100%[/color] chance to [b]recover 5% of damage dealt[/b]."", ""Encourages all allies, [b]decreasing skill cooldown[/b] by 1 turn and [color=#1080e5]increasing Speed[/color] for 2 turns.When using Cheer, has a [color=orange]10%[/color] chance to extend duration of [color=#1080e5]increased Speed[/color] to 3 turns."", ""[b]Decreases debuff duration[/b] of all allies by 2 turns, and attacks all enemies with spear art, with a [color=orange]80%[/color] chance each to inflict [color=red]decreased Speed[/color] and [color=red]restrict[/color] for 2 turns.Increases damage dealt by Supreme Spear by [color=orange]10%[/color]. Increases Supreme Spear's [color=red]decrease Speed[/color] and [color=red]restrict[/color] effect chance by [color=orange]20%[/color].""]","['', '5 turns', '5 turns']","['', 'Soulburn (10 souls)', '']","["""", ""Extends duration of buffs granted by this skill by 1 turn."", """"]"
c3024,Gunther,warrior,light,"[""Spirited Blow"", ""Veteran"", ""Tenacious Strike""]","[""Attacks with an axe, with a 50% chance to cause [color=red]bleeding[/color] for 2 turns."", ""[b]Attack increases[/b] by [color=orange]75%[/color], and [b]Critical Hit Resistance[/b] increases by 70%. When attacking, [b]cannot trigger a critical hit[/b]."", ""Attacks with an axe, [color=red]stunning[/color] for 1 turn and [color=red]decreasing Defense[/color] for 2 turns.""]","['', '', '3 turns']","['', '', 'Soulburn (10 souls)']","["""", """", ""Increases damage dealt.""]"
